Title,Date
"Glee: Temporada 1: Embarazo","26/08/20"
"Glee: Temporada 1: Seguridad","26/08/20"
"Glee: Temporada 1: Romance","26/08/20"
"Glee: Temporada 1: Piloto","26/08/20"
"Jane The Virgin: Temporada 1: Capítulo nueve","26/08/20"
"Jane The Virgin: Temporada 1: Capítulo ocho","26/08/20"
"Biohackers: Temporada 1: Secretos","26/08/20"
"Biohackers: Temporada 1: Llegada","26/08/20"
"Lucifer: Temporada 1: Piloto","25/08/20"
"Annabelle","23/08/20"
"Intensamente","23/08/20"
"Jane The Virgin: Temporada 1: Capítulo siete","21/08/20"
"Jane The Virgin: Temporada 1: Capítulo seis","21/08/20"
"Jane The Virgin: Temporada 1: Capítulo cinco","21/08/20"
"Jane The Virgin: Temporada 1: Capítulo cuatro","21/08/20"
"Jane The Virgin: Temporada 1: Capítulo tres","21/08/20"
"Jane The Virgin: Temporada 1: Capítulo dos","21/08/20"
"Jane The Virgin: Temporada 1: Capítulo uno (Piloto)","21/08/20"
"Las chicas Gilmore: Temporada 1: Piloto","21/08/20"
"Brooklyn Nine-Nine: Temporada 3: Karen Peralta","20/08/20"
"Un monstruo viene a verme","16/08/20"
"Chicas buenas: Temporada 1: Vista desde la cima","14/08/20"
"Chicas buenas: Temporada 1: Cuidando el negocio","14/08/20"
"Chicas buenas: Temporada 1: Bomba atómica","14/08/20"
"Chicas buenas: Temporada 1: Al límite","14/08/20"
"Chicas buenas: Temporada 1: Más dinero, más problemas","13/08/20"
"Interior Design Masters: Temporada 1: Episodio 1","13/08/20"
"You vs. Wild: Temporada 1: Misión San Bernardo","13/08/20"
"Unbreakable Kimmy Schmidt: Kimmy vs. el reverendo","13/08/20"
"Rick y Morty: Temporada 4: El rickgreso del Jerri","13/08/20"
"Spinning Out: Temporada 1: Bienvenidos a Sun Valley","13/08/20"
"Rick y Morty: Temporada 4: Childrick of Morta","13/08/20"
"Rick y Morty: Temporada 4: El episodio del tanque de ácido","13/08/20"
"Rick y Morty: Temporada 4: Alienígenas","13/08/20"
"Rick y Morty: Temporada 4: Un tren de antologías","13/08/20"
"Rick y Morty: Temporada 4: Rattlestar Rickláctica","13/08/20"
"Rick y Morty: Temporada 4: La ley y el dragorden","12/08/20"
"Rick y Morty: Temporada 4: Una pandilla para el patético Morty","12/08/20"
"Rick y Morty: Temporada 4: El anciano y el trono","12/08/20"
"Rick y Morty: Temporada 4: Aprovechando el mortymento: Vive, muere, Rickpeat","12/08/20"
"¡A cantar! España: Temporada 1: Números 1","12/08/20"
"¡A cantar! España: Temporada 1: Fiesta en la arena","12/08/20"
"Get Even: Temporada 1: Manos a la obra","12/08/20"
"The Rain: Temporada 1: No confíen en nadie","12/08/20"
"Rick y Morty: Temporada 3: Día de Rick y Morty","12/08/20"
"Rick y Morty: Temporada 3: ABC de Beth","12/08/20"
"The Umbrella Academy: Temporada 2: Las siete etapas","11/08/20"
"Rick y Morty: Temporada 3: Los recuerdos de Morty","11/08/20"
"Rick y Morty: Temporada 3: Cuentos de la Ciudadela","11/08/20"
"Rick y Morty: Temporada 3: Descanso y Ricklajación","10/08/20"
"Rick y Morty: Temporada 3: La conspiración Whirly Dirly","10/08/20"
"¡Nailed It! México: Temporada 2: Pasteles Fuera de Órbita","10/08/20"
"Grita, te estamos filmando: Temporada 1: El campamento del terror","09/08/20"
"Grita, te estamos filmando: Temporada 1: Urgencias de miedo","09/08/20"
"Grita, te estamos filmando: Temporada 1: La cara del espanto","09/08/20"
"Rick y Morty: Temporada 3: Los vindicadores: El regreso de Destructor de Mundos","09/08/20"
"Rick y Morty: Temporada 3: Pepinillo Rick","09/08/20"
"Rick y Morty: Temporada 3: Rickusando la piedra","09/08/20"
"Rick y Morty: Temporada 3: La redención de Rick","09/08/20"
"Rick y Morty: Temporada 2: La squanch-boda","09/08/20"
"Rick y Morty: Temporada 2: El día de la purga","09/08/20"
"Rick y Morty: Temporada 2: Televisión interdimensional 2","08/08/20"
"Rick y Morty: Temporada 2: Problemas con mini-Rick","08/08/20"
"Rick y Morty: Temporada 2: Los Ricks deben estar locos","08/08/20"
"Sugar Rush: Temporada 2: Tendencias dulces","08/08/20"
"Rick y Morty: Temporada 2: Ponte ricoso","08/08/20"
"Rick y Morty: Temporada 2: Rick, vengador del futuro","08/08/20"
"Rick y Morty: Temporada 2: Asimilación autoerótica","07/08/20"
"Rick y Morty: Temporada 2: Morty escapa en la noche","07/08/20"
"Rick y Morty: Temporada 2: Rupturas en el tiempo","07/08/20"
"Work it: Al ritmo de los sueños","07/08/20"
"Rick y Morty: Temporada 1: Es hora de la fiesta","06/08/20"
"Rick y Morty: Temporada 1: Encuentros cercanos a lo Rick","06/08/20"
"Sugar Rush: Extradulce: Desayuno, almuerzo y cena","06/08/20"
"Rick y Morty: Temporada 1: Cosas necesarias","06/08/20"
"Rick y Morty: Temporada 1: Televisión interdimensional","06/08/20"
"Grita, te estamos filmando: Temporada 1: Al final del camino","06/08/20"
"Rick y Morty: Temporada 1: Criando un Gazorpazorp","05/08/20"
"Rick y Morty: Temporada 1: La poción de Rick","05/08/20"
"The Umbrella Academy: Temporada 2: Ojo por ojo","05/08/20"
"Grita, te estamos filmando: Temporada 1: Osito espantoso","05/08/20"
"Sugar Rush: Extradulce: Sabores tropicales","05/08/20"
"La Leyenda de la Llorona","05/08/20"
"Rick y Morty: Temporada 1: Meeseeks destructores","05/08/20"
"Rick y Morty: Temporada 1: La simulación alienígena","05/08/20"
"Sugar High","04/08/20"
"Sugar Rush: Extradulce: A tientas","03/08/20"
"Rick y Morty: Temporada 1: Parque anatómico","03/08/20"
"Siente el ritmo","03/08/20"
"La lista de al carajo","01/08/20"
"Sugar Rush: Extradulce: La ilusión perfecta","01/08/20"
"The Umbrella Academy: Temporada 2: Una cena tranquila","01/08/20"
"The Umbrella Academy: Temporada 2: Reunión de emergencia","01/08/20"
"Sugar Rush: Extradulce: Cocina con vuelo","31/07/20"
"Sugar Rush: Extradulce: Comida chatarra para expertos","31/07/20"
"The Umbrella Academy: Temporada 2: Los Doce majestuosos","31/07/20"
"The Umbrella Academy: Temporada 2: Los suecos","31/07/20"
"The Umbrella Academy: Temporada 2: El video de Frankel","31/07/20"
"The Umbrella Academy: Temporada 2: Volver a empezar","31/07/20"
"The Umbrella Academy: Temporada 1: Run Boy Run","31/07/20"
"How to Sell Drugs Online (Fast): Temporada 2: Inspirado en la vida real","30/07/20"
"The Umbrella Academy: Temporada 1: Solo nos vemos en los casamientos o velorios","29/07/20"
"El stand de los besos 2","26/07/20"
"Dark: Temporada 1: Alfa y omega","23/07/20"
"How to Sell Drugs Online (Fast): Temporada 2: ¿Hasta dónde quieres llegar hoy?","23/07/20"
"How to Sell Drugs Online (Fast): Temporada 2: Piensa diferente","23/07/20"
"How to Sell Drugs Online (Fast): Temporada 1: Si eres el más listo de la habitación, te equivocaste de habitación","21/07/20"
"Un lobo adolescente: Temporada 2: Enemigos íntimos","19/07/20"
"Un lobo adolescente: Temporada 2: Veneno","18/07/20"
"Un lobo adolescente: Temporada 2: Abominable","18/07/20"
"Un lobo adolescente: Temporada 2: Picahielo","18/07/20"
"Un lobo adolescente: Temporada 2: Cambiaformas","18/07/20"
"Un lobo adolescente: Temporada 2: Omega","17/07/20"
"Un lobo adolescente: Temporada 1: Decodificador","17/07/20"
"Un lobo adolescente: Temporada 1: Formalidad","16/07/20"
"Un lobo adolescente: Temporada 1: Cocapitán","16/07/20"
"Un lobo adolescente: Temporada 1: Acónito","15/07/20"
"Un lobo adolescente: Temporada 1: Lunático","15/07/20"
"Un lobo adolescente: Temporada 1: Escuela nocturna","15/07/20"
"Un lobo adolescente: Temporada 1: Monitor cardiaco","15/07/20"
"Un lobo adolescente: Temporada 1: El momento de hablar","15/07/20"
"Yo nunca: Temporada 1: ... pedí perdón","13/07/20"
"Yo nunca: Temporada 1: ... tuve que impresionar a alguien","13/07/20"
"Yo nunca: Temporada 1: ... molesté a todos los que conozco","13/07/20"
"Yo nunca: Temporada 1: ... he sido una mentirosa de lo peor","13/07/20"
"Yo nunca: Temporada 1: ... fui el chico más solitario del mundo","13/07/20"
"Yo nunca: Temporada 1: ... comencé una guerra nuclear","13/07/20"
"Yo nunca: Temporada 1: ... me sentí muy india","13/07/20"
"Yo nunca: Temporada 1: ... me emborraché con los populares","13/07/20"
"Yo nunca: Temporada 1: ... me acosté con Paxton Hall-Yoshida","12/07/20"
"Yo nunca: Temporada 1: Piloto","12/07/20"
"Manjares divinos: Temporada 1: Barbacoas diferentes","09/07/20"
"Misterios sin resolver: Volumen 1: Misterio en la terraza","06/07/20"
"Alex Strangelove","30/06/20"
"Anne with an E: Temporada 3: Mis mejores sentimientos","28/06/20"
"Anne with an E: Temporada 3: Densas y temibles tinieblas","28/06/20"
"Anne with an E: Temporada 3: Un cambio brusco y profundo","28/06/20"
"Anne with an E: Temporada 3: Un gran esfuerzo del espíritu bondadoso","24/06/20"
"Anne with an E: Temporada 3: La cima de mis aspiraciones","24/06/20"
"Anne with an E: Temporada 3: No conozco el miedo y, por tanto, tengo mucho poder","24/06/20"
"Dark: Temporada 1: Todo es ahora","22/06/20"
"Anne with an E: Temporada 3: La esperanza de volver a verlos en el más allá","21/06/20"
"Anne with an E: Temporada 3: Nada detiene al corazón que persevera","21/06/20"
"Anne with an E: Temporada 3: Hacia lugares inexplorados","21/06/20"
"Anne with an E: Temporada 3: Un secreto que anhelaba descubrir","21/06/20"
"Anne with an E: Temporada 2: El creciente bien del mundo","21/06/20"
"Anne with an E: Temporada 2: Y lo que hemos sido constituye lo que somos","21/06/20"
"Anne with an E: Temporada 2: Ya no luchaba contra la percepción de los hechos","21/06/20"
"Anne with an E: Temporada 2: La memoria tiene tantos caprichos como el carácter","21/06/20"
"Alexa & Katie: Parte 4: Todo en su lugar","20/06/20"
"Alexa & Katie: Parte 4: El último baile","20/06/20"
"Alexa & Katie: Parte 4: Espectáculo ahumado","20/06/20"
"Alexa & Katie: Parte 4: Hablando de cáncer","19/06/20"
"Alexa & Katie: Parte 4: Elige tu propia aventura","19/06/20"
"Alexa & Katie: Parte 4: Mala calificación","19/06/20"
"Alexa & Katie: Parte 4: El nuevo mesero","19/06/20"
"Franco Escamilla: Bienvenido al mundo","17/06/20"
"Dark: Temporada 1: Sic mundus creatus est","16/06/20"
"Alexa & Katie: Parte 4: El último primer día","16/06/20"
"Alexa & Katie: Parte 1: Básquetbol","16/06/20"
"Anne with an E: Temporada 2: Protesto contra toda conclusión definitiva","15/06/20"
"Anne with an E: Temporada 2: Esos actos decisivos de su vida","15/06/20"
"Anne with an E: Temporada 2: El anhelo doloroso de la esperanza no alimentada","15/06/20"
"Dark: Temporada 1: Encrucijadas","11/06/20"
"Dark: Temporada 1: Verdades","11/06/20"
"Dark: Temporada 1: Dobles vidas","11/06/20"
"The Titan Games: Temporada 1: ¡Que comience The Titan Games! (Ronda 1)","11/06/20"
"Dark: Temporada 1: Pasado y presente","10/06/20"
"Dark: Temporada 1: Mentiras","10/06/20"
"Anne with an E: Temporada 2: La auténtica visión es interior","10/06/20"
"Anne with an E: Temporada 2: Los signos son cosas pequeñas y medibles, pero las interpretaciones son ilimitadas","10/06/20"
"Anne with an E: Temporada 2: La juventud es la estación de la esperanza","10/06/20"
"Dark: Temporada 1: Secretos","09/06/20"
"Anne with an E: Temporada 1: Dondequiera que usted esté está mi casa","09/06/20"
"Anne with an E: Temporada 1: El remordimiento es el veneno de la vida","09/06/20"
"Unbreakable Kimmy Schmidt: Temporada 1: ¡Kimmy sale del búnker!","08/06/20"
"Anne with an E: Temporada 1: Una cuerda que vibrara al mismo ritmo","07/06/20"
"Anne with an E: Temporada 1: Un escondido e innato tesoro","07/06/20"
"Anne with an E: Temporada 1: ¿Qué hay tan terco como la juventud?","07/06/20"
"Anne with an E: Temporada 1: No soy un ave","07/06/20"
"Sugar Rush: Temporada 2: La ciencia de la dulzura","05/06/20"
"100 humanos: Temporada 1: La atracción","04/06/20"
"Desearás al hombre de tu hermana","04/06/20"
"Charlie y la fábrica de chocolate","03/06/20"
"El mundo oculto de Sabrina: Parte 3: Capítulo veintiocho: Sabrina es leyenda","03/06/20"
"Las chicas Gilmore: Temporada 1: Celos familiares","21/05/20"
"October Faction: Temporada 1: Presidio","20/05/20"
"Los juegos del Hambre: Sinsajo (Parte 1)","19/05/20"
"Los 100: Temporada 3: Ustedes, los que entran aquí","19/05/20"
"Los 100: Temporada 3: Wanheda (Parte 2)","19/05/20"
"Outer Banks: Temporada 1: El Phantom","15/05/20"
"Outer Banks: Temporada 1: El campanario","15/05/20"
"Outer Banks: Temporada 1: La pista","14/05/20"
"Outer Banks: Temporada 1: Calma total","14/05/20"
"Outer Banks: Temporada 1: Parcela 9","13/05/20"
"Outer Banks: Temporada 1: Fiesta del verano","13/05/20"
"Outer Banks: Temporada 1: Juegos de espías","13/05/20"
"Outer Banks: Temporada 1: La zona prohibida","12/05/20"
"Outer Banks: Temporada 1: La brújula de la suerte","12/05/20"
"Outer Banks: Temporada 1: Piloto","12/05/20"
"Muertos para mí: Temporada 1: Tal vez estoy loca","08/05/20"
"Muertos para mí: Temporada 1: Piloto","08/05/20"
"La orden secreta: Temporada 1: Introducción a la Ética (Primera parte)","05/05/20"
"La orden secreta: Temporada 1: Semana infernal (Segunda parte)","05/05/20"
"La orden secreta: Temporada 1: Semana infernal (Primera parte)","05/05/20"
"Si supieras","04/05/20"
"Un lobo adolescente: Temporada 1: Bala mágica","01/05/20"
"Un lobo adolescente: Temporada 1: Mentalidad de manada","01/05/20"
"Un lobo adolescente: Temporada 1: Segundas oportunidades","01/05/20"
"Locke & Key: Temporada 1: Corona de Sombras","01/05/20"
"Locke & Key: Temporada 1: Ecos","01/05/20"
"Locke & Key: Temporada 1: P*to rayo de sol","01/05/20"
"Locke & Key: Temporada 1: Disección","30/04/20"
"Locke & Key: Temporada 1: La puerta negra","30/04/20"
"Locke & Key: Temporada 1: Árbol genealógico","24/04/20"
"Locke & Key: Temporada 1: Los guardianes de las llaves","24/04/20"
"Locke & Key: Temporada 1: Juegos mentales","24/04/20"
"Locke & Key: Temporada 1: Cacería","17/04/20"
"Nailed It!: Temporada 3: Fobia a la repostería","17/04/20"
"Locke & Key: Temporada 1: Bienvenidos a Matheson","17/04/20"
"La casa de papel: Parte 4: Plan París","16/04/20"
"La casa de papel: Parte 4: Tumbar la carpa","16/04/20"
"La casa de papel: Parte 4: KO técnico","15/04/20"
"La casa de papel: Parte 4: 5 minutos antes","15/04/20"
"La casa de papel: Parte 4: Suspiros de España","15/04/20"
"El club de los cinco","13/04/20"
"Nailed It!: Temporada 3: ¡El episodio de Marvel!","13/04/20"
"Forrest Gump","10/04/20"
"Pasante de moda","10/04/20"
"La casa de papel: Parte 4: Lección de anatomía","06/04/20"
"La casa de papel: Parte 4: La boda de Berlín","06/04/20"
"Si no despierto","31/03/20"
"You: Temporada 1: Amour fou","30/03/20"
"You: Temporada 1: Viviendo con el enemigo","26/03/20"
"You: Temporada 1: El Capitán","26/03/20"
"Virus","23/03/20"
"Inconcebible: Miniserie: Episodio 1","23/03/20"
"Fuller House: Temporada 4: Hijos perfectos","22/03/20"
"Fuller House: Temporada 4: La chofer y el señor Jackson","22/03/20"
"Esta mierda me supera: Temporada 1: Tu secreto más oscuro","22/03/20"
"Esta mierda me supera: Temporada 1: De tal palo, tal astilla","22/03/20"
"Esta mierda me supera: Temporada 1: Otro día en el paraíso","22/03/20"
"The End of the F***ing World: Temporada 2: Episodio 8","20/03/20"
"The End of the F***ing World: Temporada 2: Episodio 7","20/03/20"
"The End of the F***ing World: Temporada 2: Episodio 6","20/03/20"
"The End of the F***ing World: Temporada 2: Episodio 5","20/03/20"
"The End of the F***ing World: Temporada 2: Episodio 4","20/03/20"
"The End of the F***ing World: Temporada 2: Episodio 3","19/03/20"
"The End of the F***ing World: Temporada 2: Episodio 2","19/03/20"
"The End of the F***ing World: Temporada 2: Episodio 1","19/03/20"
"The End of the F***ing World: Temporada 1: Episodio 8","19/03/20"
"The End of the F***ing World: Temporada 1: Episodio 7","19/03/20"
"The End of the F***ing World: Temporada 1: Episodio 6","19/03/20"
"The End of the F***ing World: Temporada 1: Episodio 5","19/03/20"
"The End of the F***ing World: Temporada 1: Episodio 4","19/03/20"
"The End of the F***ing World: Temporada 1: Episodio 3","19/03/20"
"Breaking Bad: Temporada 2: Abajo","16/03/20"
"Breaking Bad: Temporada 2: Picadura de una abeja muerta","16/03/20"
"Breaking Bad: Temporada 2: Cucú","14/03/20"
"Fuller House: Temporada 4: Presidente Fuller","09/03/20"
"Breaking Bad: Temporada 2: Rotura","07/03/20"
"Breaking Bad: Temporada 2: A las brasas","02/03/20"
"Breaking Bad: Temporada 2: Siete con treinta y siete","29/02/20"
"Los ilusionistas: Nada es lo que parece","29/02/20"
"Breaking Bad: Temporada 1: Acuerdo no violento","28/02/20"
"Zumbo's Just Desserts: Temporada 2: Helado de ensueño","28/02/20"
"Zumbo's Just Desserts: Temporada 2: La torre de terror","28/02/20"
"Esta mierda me supera: Temporada 1: Stan en todo","28/02/20"
"Esta mierda me supera: Temporada 1: Se acabó la fiesta","28/02/20"
"Esta mierda me supera: Temporada 1: Tiempos desesperados","28/02/20"
"Esta mierda me supera: Temporada 1: Querido diario...","28/02/20"
"Breaking Bad: Temporada 1: Un loco puñado de nada","28/02/20"
"Breaking Bad: Temporada 1: Materia gris","28/02/20"
"Casados con el diseño: Temporada 1: Jefa perra","28/02/20"
"Casados con el diseño: Temporada 1: Taraji, Yara y Zazie, ¡Dios mío!","27/02/20"
"Casados con el diseño: Temporada 1: Magia de chica negra","27/02/20"
"Crímenes no resueltos: Temporada 1: Niña perdida","27/02/20"
"El amor es ciego: Temporada 1: Primera noche juntos","27/02/20"
"El amor es ciego: Temporada 1: ¿Te casarías conmigo?","27/02/20"
"Zumbo's Just Desserts: Temporada 2: Es momento de hacer magia","26/02/20"
"Breaking Bad: Temporada 1: Cáncer","26/02/20"
"Breaking Bad: Temporada 1: Y la bolsa en el río","26/02/20"
"The Chefs' Line: Temporada 1: Cocina vietnamita 1","26/02/20"
"Breaking Bad: Temporada 1: El gato en la bolsa","26/02/20"
"Breaking Bad: Temporada 1: Principio del fin","26/02/20"
"El amor es ciego: Temporada 1: ¿El amor es ciego?","26/02/20"
"Next in Fashion: Temporada 1: La final","25/02/20"
"Next in Fashion: Temporada 1: Denim","24/02/20"
"Next in Fashion: Temporada 1: Militar","24/02/20"
"Friends: Temporada 5: Los propósitos de Año Nuevo","24/02/20"
"Fuller House: Temporada 4: La noche libre de los ángeles","24/02/20"
"Fuller House: Temporada 4: Sin escape","24/02/20"
"Fuller House: Temporada 4: Evitada","24/02/20"
"Fuller House: Temporada 4: Tener un propósito","24/02/20"
"Fuller House: Temporada 4: La gran noche","24/02/20"
"Next in Fashion: Temporada 1: Ropa deportiva","24/02/20"
"Next in Fashion: Temporada 1: Rock","24/02/20"
"Next in Fashion: Temporada 1: Ropa interior","24/02/20"
"Next in Fashion: Temporada 1: Ropa urbana","24/02/20"
"Next in Fashion: Temporada 1: El traje","24/02/20"
"Next in Fashion: Temporada 1: Estampados","24/02/20"
"Next in Fashion: Temporada 1: La alfombra roja","24/02/20"
"Brooklyn Nine-Nine: Temporada 3: El crucero","24/02/20"
" : Episodio 2","22/02/20"
"Mi villano favorito 3","21/02/20"
"Bird Box: A ciegas","18/02/20"
"Fuller House: Temporada 4: ¡Oh, Santa mío!","18/02/20"
"Fuller House: Temporada 3: Viene el sol","18/02/20"
"Fuller House: Temporada 3: Los Fuller en la niebla","18/02/20"
"Fuller House: Temporada 3: Felices para siempre","18/02/20"
"A todos los chicos: P. D. Todavía te quiero","12/02/20"
"The Circle: EE. UU.: Temporada 1: Un perfil falso entre nosotros","12/02/20"
"Fuller House: Temporada 3: Hermanas del alma","11/02/20"
"Fuller House: Temporada 3: Ciudad sustituta","10/02/20"
"Fuller House: Temporada 3: La historia de Tommy","10/02/20"
"Fuller House: Temporada 3: Nuevos tiempos","09/02/20"
"The Circle: EE. UU.: Temporada 1: Cara a cara","09/02/20"
"The Circle: EE. UU.: Temporada 1: Hola, Circle","09/02/20"
"No hables con extraños: Temporada 1: Episodio 2","09/02/20"
"No hables con extraños: Temporada 1: Episodio 1","09/02/20"
"Fuller House: Temporada 3: Montaña rusa Troller","09/02/20"
"El mundo oculto de Sabrina: Parte 3: Capítulo veintisiete: El beso de Judas","07/02/20"
"Alex Fernández: El mejor comediante del mundo","06/02/20"
"Fuller House: Temporada 3: La boda japonesa de mi mejor amigo","06/02/20"
"Fuller House: Temporada 3: Con o sin boda","06/02/20"
"Fuller House: Temporada 3: ¿Alguien dijo bebé?","06/02/20"
"Fuller House: Temporada 3: ¡Sí, quiero ese vestido!","05/02/20"
"Fuller House: Temporada 3: Mi Ramona","05/02/20"
"Fuller House: Temporada 3: Las aventuras del tío Jesse como niñero","05/02/20"
"Fuller House: Temporada 3: Mi pequeño chupón","05/02/20"
"Fuller House: Temporada 3: Declaraciones de independencia","05/02/20"
"Fuller House: Temporada 3: Mala pata","05/02/20"
"Fuller House: Temporada 3: El mejor verano","05/02/20"
"Fuller House: Temporada 2: Reunión escolar de D. J. y Kimmy","05/02/20"
"Harry Potter y las Reliquias de la Muerte: Parte 1","04/02/20"
"Fuller House: Temporada 2: Feliz Año Nuevo, bebé","04/02/20"
"Actividad paranormal 4","03/02/20"
"Fuller House: Temporada 2: New Kids en la casa","03/02/20"
"Harry Potter y el misterio del príncipe","03/02/20"
"Fuller House: Temporada 2: Cascanueces","02/02/20"
"Fuller House: Temporada 2: Donas y problemas","02/02/20"
"Fuller House: Temporada 2: Enredos","02/02/20"
"Fuller House: Temporada 2: Charla de chicas","02/02/20"
"El mundo oculto de Sabrina: Parte 3: Capítulo veintiséis: Todas esas brujas","01/02/20"
"El mundo oculto de Sabrina: Parte 3: Capítulo veinticinco: El diablo dentro","01/02/20"
"El mundo oculto de Sabrina: Parte 3: Capítulo veinticuatro: La Luna de la Liebre","01/02/20"
"Harry Potter y la Orden del Fénix","31/01/20"
"Fuller House: Temporada 2: Acción de Gracias estilo Tanner","31/01/20"
"Fuller House: Temporada 2: Papá perruno","29/01/20"
"El mundo oculto de Sabrina: Parte 3: Capítulo veintitrés: La pesada corona","29/01/20"
"Fuller House: Temporada 2: Maldición de la mansión Tanner","28/01/20"
"Fuller House: Temporada 2: Un primer beso no tan épico","28/01/20"
"Fuller House: Temporada 2: Interferencia de mamá","28/01/20"
"Fuller House: Temporada 2: De vuelta a casa","28/01/20"
"Fuller House: Temporada 1: Amor en el aire","28/01/20"
"Fuller House: Temporada 1: Reserva las fechas","28/01/20"
"Fuller House: Temporada 1: Alianzas en la noche","28/01/20"
"Fuller House: Temporada 1: Un gran paso","27/01/20"
"Fuller House: Temporada 1: La guerra de las rosas","25/01/20"
"Fuller House: Temporada 1: Secretos, mentiras y camiones de bomberos","25/01/20"
"Fuller House: Temporada 1: La fiesta no tan épica de Ramona","25/01/20"
"El mundo oculto de Sabrina: Parte 3: Capítulo veintidós: Arrástrame al infierno","24/01/20"
"El mundo oculto de Sabrina: Parte 3: Capítulo veintiuno: El corazón destinado al infierno","24/01/20"
"Fuller House: Temporada 1: La leyenda del Explosivo","23/01/20"
"Fuller House: Temporada 1: Max el travieso","23/01/20"
"Fuller House: Temporada 1: El no tan gran escape","18/01/20"
"Fuller House: Temporada 1: A la antigua","18/01/20"
"Fuller House: Temporada 1: Día de mudanza","18/01/20"
"Fuller House: Temporada 1: Nuestros comienzos, de nuevo","16/01/20"
"Tres por tres: Temporada 8: Michelle cabalga de nuevo (Parte 2)","16/01/20"
"Tres por tres: Temporada 8: Michelle cabalga de nuevo (Parte 1)","16/01/20"
"Tres por tres: Temporada 8: La pareja","16/01/20"
"Tres por tres: Temporada 8: Salto de fe","15/01/20"
"Tres por tres: Temporada 8: La broma","15/01/20"
"Tres por tres: Temporada 8: Aceptando el reto","15/01/20"
"Tres por tres: Temporada 8: La banda de Stephanie","12/01/20"
"Tres por tres: Temporada 8: No hay romance en San Francisco","06/01/20"
"Tres por tres: Temporada 8: Tres contra tres","06/01/20"
"Tres por tres: Temporada 8: Pie grande","06/01/20"
"Tres por tres: Temporada 8: Domingo de Supertazón","06/01/20"
"Tres por tres: Temporada 8: La productora","06/01/20"
"Tres por tres: Temporada 8: La elección de D.J.","06/01/20"
"Tres por tres: Temporada 8: Arrestados en Navidad","05/01/20"
"Tres por tres: Temporada 8: ¿Qué significa perdonar?","03/01/20"
"Tres por tres: Temporada 8: La aventura de Stephanie","03/01/20"
"Tres por tres: Temporada 8: El peligro de Claire","02/01/20"
"Tres por tres: Temporada 8: De vuelta al ruedo","02/01/20"
"Tres por tres: Temporada 8: El asno de Michelle","02/01/20"
"Tres por tres: Temporada 8: A Joey, con amor","01/01/20"
"Tres por tres: Temporada 8: Tengo un secreto","01/01/20"
"Tres por tres: Temporada 8: Fiesta sorpresa","01/01/20"
"Tres por tres: Temporada 8: La separación","01/01/20"
"Tres por tres: Temporada 8: La aventura de Cometa","01/01/20"
"Tres por tres: Temporada 7: Una casa dividida","01/01/20"
"Tres por tres: Temporada 7: El tío de Denise","31/12/19"
"Tres por tres: Temporada 7: Una cita con el destino","31/12/19"
"Tres por tres: Temporada 7: Sé tu mejor amigo","31/12/19"
"Tres por tres: Temporada 7: La competencia","29/12/19"
"Tres por tres: Temporada 7: Amor en las rocas","29/12/19"
"Tres por tres: Temporada 7: Los primos","29/12/19"
"Tres por tres: Temporada 7: La última danza","29/12/19"
"Tres por tres: Temporada 7: La novia de Joey","29/12/19"
"Tres por tres: Temporada 7: El examen","29/12/19"
"Tres por tres: Temporada 7: La intriga","29/12/19"
"Tres por tres: Temporada 7: La pareja perfecta","29/12/19"
"Tres por tres: Temporada 7: Hijos gemelos, problema doble","27/12/19"
"Tres por tres: Temporada 7: Ladrones de bicicletas","27/12/19"
"Tres por tres: Temporada 7: Las espías descubiertas","27/12/19"
"Insatiable: Temporada 1: Los ganadores ganan","25/12/19"
"Tres por tres: Temporada 7: El día del rinoceronte","24/12/19"
"Tres por tres: Temporada 7: Educando con amor","22/12/19"
"Tres por tres: Temporada 7: La desorientada Tanner","21/12/19"
"Tres por tres: Temporada 7: El apartamento","20/12/19"
"Tres por tres: Temporada 7: En una noche oscura y de tormenta","20/12/19"
"Tres por tres: Temporada 6: Princesa por un día (Parte 2)","20/12/19"
"Tres por tres: Temporada 6: Princesa por un día (Parte 1)","20/12/19"
"Tres por tres: Temporada 6: Noche de graduación","20/12/19"
"Tres por tres: Temporada 6: ¿Hay lugar para uno más?","20/12/19"
"Tres por tres: Temporada 6: El gran obsequio","20/12/19"
"Tres por tres: Temporada 6: Graduación subterránea","19/12/19"
"Tres por tres: Temporada 6: Favor de no tocar el dinosaurio","19/12/19"
"Tres por tres: Temporada 6: El silencio no siempre es oro","19/12/19"
"Tres por tres: Temporada 6: La niña descorazonada","19/12/19"
"Tres por tres: Temporada 6: Sé honesto en tu escuela","19/12/19"
"Sugar Rush: Delicias navideñas: Temporada 1: Espíritu navideño","18/12/19"
"Insatiable: Temporada 1: ¡Eso dolió!","18/12/19"
"How to Sell Drugs Online (Fast): Temporada 1: Arriésgate en grande o no te arriesgues","18/12/19"
"The Good Place: Temporada 4: El misterio de Chip Driver","18/12/19"
"The I-Land: Miniserie: Torres orladas de nubes","17/12/19"
"Élite: Temporada 1: Sábado noche","17/12/19"
"Tres por tres: Temporada 6: El cumpleaños","17/12/19"
"Tres por tres: Temporada 6: Mi primera cita","17/12/19"
"Tres por tres: Temporada 6: Una Navidad muy Tanner","17/12/19"
"Tres por tres: Temporada 6: Mamá diseñadora","17/12/19"
"Tres por tres: Temporada 6: No soy D.J.","15/12/19"
